[2026-07-21T07:55:53.295Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F6qfjptAgt5VM-kVkqdyU8n3pQPwl5FgsAXHNlYzg.woff2 → 200 (17ms, 8775B)
[2026-07-21T07:56:31.202Z] GET https://fonts.gstatic.com/s/blackhansans/v24/ea8Aad44WunzF9a-dL6toA8r8nqQIXKkHrvPrhmwJuYZVG9tFX2k07El38ou.110.woff2 → 200 (40ms, 6771B)
[2026-07-21T07:56:31.308Z] GET https://fonts.gstatic.com/s/blackhansans/v24/ea8Aad44WunzF9a-dL6toA8r8nqQIXKkHrvPrhmwJuYZVG9tFX2k07El38ou.113.woff2 → 200 (16ms, 6615B)
[2026-07-21T07:59:35.126Z] GET https://fonts.gstatic.com/s/blackhansans/v24/ea8Aad44WunzF9a-dL6toA8r8nqQIXKkHrvPrhmwJuYZVG9tFX2k07El38ou.119.woff2 → 200 (72ms, 4703B)
[2026-07-21T07:59:35.126Z] GET https://fonts.gstatic.com/s/blackhansans/v24/ea8Aad44WunzF9a-dL6toA8r8nqQIXKkHrvPrhmwJuYZVG9tFX2k07El38ou.118.woff2 → 200 (71ms, 5831B)
[2026-07-21T07:59:35.133Z] GET https://fonts.gstatic.com/s/blackhansans/v24/ea8Aad44WunzF9a-dL6toA8r8nqQIXKkHrvPrhmwJuYZVG9tFX2k07El38ou.119.woff2 → 200 (64ms, -814B)
[2026-07-21T07:59:35.133Z] GET https://fonts.gstatic.com/s/blackhansans/v24/ea8Aad44WunzF9a-dL6toA8r8nqQIXKkHrvPrhmwJuYZVG9tFX2k07El38ou.118.woff2 → 200 (64ms, -814B)
[2026-07-21T08:00:02.215Z] GET http://localhost:5199/src/components/Round.tsx?t=1784620802186 → 200 (58ms, ?B)
[2026-07-21T08:00:02.215Z] GET http://localhost:5199/src/components/Round.tsx?t=1784620802186 → 200 (56ms, 110263B)
[2026-07-21T08:00:03.589Z] GET http://localhost:5199/src/components/Round.tsx?t=1784620803588 → 200 (38ms, ?B)
[2026-07-21T08:00:03.589Z] GET http://localhost:5199/src/components/Round.tsx?t=1784620803588 → 200 (37ms, 110512B)
[2026-07-21T08:00:10.739Z] GET http://localhost:5199/src/components/Round.tsx?t=1784620810738 → 200 (32ms, ?B)
[2026-07-21T08:00:10.739Z] GET http://localhost:5199/src/components/Round.tsx?t=1784620810738 → 200 (31ms, 111417B)
[2026-07-21T08:00:20.921Z] GET http://localhost:5199/src/components/Round.tsx?t=1784620820919 → 200 (47ms, ?B)
[2026-07-21T08:00:20.921Z] GET http://localhost:5199/src/components/Round.tsx?t=1784620820919 → 200 (46ms, 111318B)
[2026-07-21T08:00:44.923Z] GET http://localhost:5199/src/components/Round.tsx?t=1784620844921 → pending (?ms, ?B)
[2026-07-21T08:00:44.924Z] GET http://localhost:5199/src/components/Round.tsx?t=1784620844921 → pending (?ms, ?B)
[2026-07-21T08:00:57.556Z] GET http://localhost:5199/src/components/Round.tsx?t=1784620857554 → 200 (43ms, ?B)
[2026-07-21T08:00:57.556Z] GET http://localhost:5199/src/components/Round.tsx?t=1784620857554 → 200 (42ms, 113800B)
[2026-07-21T08:00:59.800Z] GET http://localhost:5199/src/components/Round.tsx?t=1784620859799 → 200 (30ms, ?B)
[2026-07-21T08:00:59.800Z] GET http://localhost:5199/src/components/Round.tsx?t=1784620859799 → 200 (29ms, 112615B)
